Bid ranges (gross),Advertisers,Bids,Average bid CPM (gross) (THB),Estimated earnings from bids (THB),Impressions won,Winning bid CPM (gross) (THB),Close CPM (THB),Win %
THB 47.86 - THB 51.05,Skyscanner,6,49.48,0,0,0,0,0.00%
THB 47.86 - THB 51.05,Supalai,1,48.15,0,0,0,0,0.00%
THB 47.86 - THB 51.05,TCC Group,252,49.37,0,0,0,0,0.00%
THB 47.86 - THB 51.05,Telenor Group,117,49.39,0,0,0,0,0.00%
THB 47.86 - THB 51.05,The Walt Disney Company,101,49.84,0,0,0,0,0.00%
THB 47.86 - THB 51.05,TopValue,71,49.3,0,0,0,0,0.00%
THB 47.86 - THB 51.05,Travelclick,1,48.47,0,0,0,0,0.00%
THB 47.86 - THB 51.05,traveloka.com,107,49.56,0,0,0,0,0.00%
THB 47.86 - THB 51.05,TripAdvisor Group,130,49.42,0,0,0,0,0.00%
THB 47.86 - THB 51.05,TRUE,217,49.36,0,0,0,0,0.00%
THB 47.86 - THB 51.05,Tune Group,"2,167",49.52,80.36,"1,738",49.52,46.24,80.20%
THB 47.86 - THB 51.05,Unclassified advertisers,845,49.48,0.05,1,50.19,47.86,0.12%
THB 47.86 - THB 51.05,Under Armour,26,49.32,0,0,0,0,0.00%
THB 47.86 - THB 51.05,Visa,6,49.35,0,0,0,0,0.00%
THB 47.86 - THB 51.05,Woodpecker Asia Tech,6,49.79,0,0,0,0,0.00%
THB 47.86 - THB 51.05,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),25,49.78,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Accor Group,2,52.6,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Aekyung Group,1,53.16,0.05,1,53.16,47.86,100.00%
THB 51.05 - THB 54.24,Alibaba Group Holding,5,52.29,0,0,0,0,0.00%
THB 51.05 - THB 54.24,All Nippon Airways,1,53.41,0,0,0,0,0.00%
THB 51.05 - THB 54.24,BCD Holdings,8,52.96,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Booking Holdings,65,52.56,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Central Group,84,52.7,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Ctrip,2,53.06,0,0,0,0,0.00%
THB 51.05 - THB 54.24,DAMAC Properties,2,53.16,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Emirates Group,13,52.49,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Ford Motor Company,1,54.08,0,0,0,0,0.00%
THB 51.05 - THB 54.24,General Electric Company,27,52.91,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Government Of Qatar,37,52.31,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Grab Taxi,2,51.82,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Hilton Worldwide Group,2,52.06,0.1,2,52.06,47.86,100.00%
THB 51.05 - THB 54.24,Hongkong & Shanghai Hotels,1,53.83,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Hotels Combined,37,52.66,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Huawei Technologies,109,52.69,0,0,0,0,0.00%
THB 51.05 - THB 54.24,IAC,1,53.93,0,0,0,0,0.00%
THB 51.05 - THB 54.24,ICart - happyfresh.com,2,52.54,0,0,0,0,0.00%
THB 51.05 - THB 54.24,JAL,6,51.05,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Japan National Tourism Organization,4,51.86,0.14,3,51.3,47.86,75.00%
THB 51.05 - THB 54.24,JD.com,15,52.49,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Kuok Group,1,51.79,0.05,1,51.79,47.86,100.00%
THB 51.05 - THB 54.24,Marriott International,1,53.99,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Microsoft Corp.,1,51.31,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Minor Group International,21,52.62,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Netflix,"12,060",52.63,471.7,"10,573",52.63,44.61,87.67%
THB 51.05 - THB 54.24,Pomelo,41,52.72,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Renault Group,1,51.98,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Rocket Internet,71,52.48,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Shiseido,1,51.6,0.05,1,51.6,47.86,100.00%
THB 51.05 - THB 54.24,Shutterstock,65,52.58,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Singapore Airlines Group,9,51.57,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Skyscanner,2,51.82,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Spotify,1,52.52,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Supalai,6,54.2,0,0,0,0,0.00%
THB 51.05 - THB 54.24,TCC Group,251,52.54,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Telenor Group,113,52.62,0,0,0,0,0.00%
THB 51.05 - THB 54.24,TopValue,61,52.87,0,0,0,0,0.00%
THB 51.05 - THB 54.24,traveloka.com,75,52.59,0,0,0,0,0.00%
THB 51.05 - THB 54.24,TripAdvisor Group,102,52.56,0,0,0,0,0.00%
THB 51.05 - THB 54.24,TRUE,206,52.53,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Tune Group,"2,084",52.57,77.35,"1,676",52.55,46.15,80.42%
THB 51.05 - THB 54.24,Unclassified advertisers,708,52.61,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Under Armour,27,53,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Visa,5,53.48,0,0,0,0,0.00%
THB 51.05 - THB 54.24,Woodpecker Asia Tech,10,52.22,0,0,0,0,0.00%
THB 51.05 - THB 54.24,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),27,52.46,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Alibaba Group Holding,4,55.61,0.05,1,55.17,47.86,25.00%
THB 54.24 - THB 57.44,All Nippon Airways,1,56.86,0,0,0,0,0.00%
THB 54.24 - THB 57.44,BCD Holdings,12,55.57,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Booking Holdings,63,55.78,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Central Group,66,55.89,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Cigna,4,56.44,0,0,0,0,0.00%
THB 54.24 - THB 57.44,CIMB,45,55.16,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Emirates Group,9,55.4,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Ford Motor Company,5,56.19,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Fragrance X,2,57.15,0,0,0,0,0.00%
THB 54.24 - THB 57.44,General Electric Company,29,55.69,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Government Of Qatar,40,55.71,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Government of Taiwan,1,54.28,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Grab Taxi,2,56.06,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Hilton Worldwide Group,3,55.68,0.14,3,55.68,47.86,100.00%
THB 54.24 - THB 57.44,Hotels Combined,35,55.77,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Huawei Technologies,144,56.02,0,1,56.89,0,0.69%
THB 54.24 - THB 57.44,IAC,1,54.95,0.05,1,54.95,47.86,100.00%
THB 54.24 - THB 57.44,JAL,1,55.84,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Japan National Tourism Organization,4,55.73,0,0,0,0,0.00%
THB 54.24 - THB 57.44,JD.com,12,55.86,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Minor Group International,8,55.4,0.05,1,54.88,47.86,12.50%
THB 54.24 - THB 57.44,Netflix,"10,677",55.82,414.12,"9,376",55.82,44.17,87.81%
THB 54.24 - THB 57.44,PayPal,1,56.45,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Pomelo,33,55.84,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Renault Group,1,57.24,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Rocket Internet,56,55.95,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Shutterstock,42,55.52,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Singapore Airlines Group,1,56.29,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Skyscanner,3,55.98,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Spotify,1,56.03,0,0,0,0,0.00%
THB 54.24 - THB 57.44,TCC Group,201,55.76,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Telenor Group,102,55.79,0,0,0,0,0.00%
THB 54.24 - THB 57.44,The Walt Disney Company,6,56.19,0,0,0,0,0.00%
THB 54.24 - THB 57.44,TopValue,46,55.78,0,0,0,0,0.00%
THB 54.24 - THB 57.44,traveloka.com,73,55.73,0,0,0,0,0.00%
THB 54.24 - THB 57.44,TripAdvisor Group,103,55.84,0,0,0,0,0.00%
THB 54.24 - THB 57.44,TRUE,155,55.79,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Tune Group,"1,591",55.78,60.12,"1,308",55.75,45.96,82.21%
THB 54.24 - THB 57.44,Unclassified advertisers,"1,295",55.47,0.29,6,55.16,47.86,0.46%
THB 54.24 - THB 57.44,Under Armour,27,55.76,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Visa,7,55.77,0,0,0,0,0.00%
THB 54.24 - THB 57.44,Woodpecker Asia Tech,2,56.53,0,0,0,0,0.00%
THB 54.24 - THB 57.44,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),36,56.03,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Accor Group,1,58.68,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Air France-KLM Group,1,57.66,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Alibaba Group Holding,20,59.86,0.53,13,60.06,40.69,65.00%
THB 57.44 - THB 60.63,BCD Holdings,5,58.55,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Booking Holdings,42,59.18,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Carsales Network,6,60.37,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Central Group,53,58.88,0,0,0,0,0.00%
THB 57.44 - THB 60.63,CIMB,7,60.19,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Ctrip,1,58.65,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Emirates Group,8,59.53,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Ford Motor Company,12,60.17,0,0,0,0,0.00%
THB 57.44 - THB 60.63,General Electric Company,18,58.74,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Government Of Qatar,21,59.03,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Grab Taxi,1,58.39,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Hotels Combined,31,58.84,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Huawei Technologies,184,59.09,0.05,4,59.48,11.97,2.17%
THB 57.44 - THB 60.63,Intercontinental Hotels Group,27,60.18,0.05,1,60.18,47.86,3.70%
THB 57.44 - THB 60.63,JAL,3,57.44,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Japan National Tourism Organization,2,59.03,0,0,0,0,0.00%
THB 57.44 - THB 60.63,JD.com,12,58.73,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Kuok Group,1,60.21,0.05,1,60.21,47.86,100.00%
THB 57.44 - THB 60.63,Marina Bay Sands,2,59.76,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Marriott International,454,59.99,0.81,17,59.99,47.9,3.74%
THB 57.44 - THB 60.63,Minor Group International,9,58.78,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Netflix,"9,269",59,368.82,"8,326",59.02,44.3,89.83%
THB 57.44 - THB 60.63,Pomelo,27,58.85,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Renault Group,5,59.53,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Rocket Internet,37,59.07,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Shutterstock,40,58.86,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Singapore Airlines Group,9,59.12,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Six Senses Hotels Resorts Spas,4,57.44,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Skyscanner,2,59.35,0,0,0,0,0.00%
THB 57.44 - THB 60.63,TCC Group,167,59.03,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Telenor Group,72,59.06,0,0,0,0,0.00%
THB 57.44 - THB 60.63,TopValue,42,58.93,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Travelclick,18,60.16,0,0,0,0,0.00%
THB 57.44 - THB 60.63,traveloka.com,56,59.01,0,0,0,0,0.00%
THB 57.44 - THB 60.63,TripAdvisor Group,76,58.84,0,0,0,0,0.00%
THB 57.44 - THB 60.63,TRUE,135,58.92,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Tune Group,"1,493",58.93,55.57,"1,197",58.96,46.42,80.17%
THB 57.44 - THB 60.63,Unclassified advertisers,510,59.08,0.05,1,59.89,47.93,0.20%
THB 57.44 - THB 60.63,Under Armour,23,59.12,0,0,0,0,0.00%
THB 57.44 - THB 60.63,Visa,4,58.89,0.05,1,59.86,47.89,25.00%
THB 57.44 - THB 60.63,Woodpecker Asia Tech,3,59.14,0,0,0,0,0.00%
THB 57.44 - THB 60.63,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),23,59.27,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Accor Group,1,62.7,0.05,1,62.7,47.99,100.00%
THB 60.63 - THB 63.82,Alibaba Group Holding,2,61.93,0,0,0,0,0.00%
THB 60.63 - THB 63.82,All Nippon Airways,6,61.85,0,0,0,0,0.00%
THB 60.63 - THB 63.82,BCD Holdings,7,62.72,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Booking Holdings,34,62.09,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Central Group,53,62.15,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Ctrip,2,62.22,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Emirates Group,2,61.63,0,0,0,0,0.00%
THB 60.63 - THB 63.82,General Electric Company,15,62.11,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Government Of Qatar,17,62.21,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Grab Taxi,4,62.88,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Hotels Combined,23,62.44,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Huawei Technologies,249,62.3,0,4,62.08,0,1.61%
THB 60.63 - THB 63.82,IAC,2,62.44,0.05,1,62.57,47.86,50.00%
THB 60.63 - THB 63.82,ICart - happyfresh.com,2,63.42,0,0,0,0,0.00%
THB 60.63 - THB 63.82,JD.com,11,62.62,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Kuok Group,2,61.97,0.05,1,62.92,47.86,50.00%
THB 60.63 - THB 63.82,Marina Bay Sands,2,62.33,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Minor Group International,6,62.3,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Netflix,"8,756",62.11,370.71,"8,303",62.11,44.65,94.83%
THB 60.63 - THB 63.82,Pomelo,30,62.26,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Renault Group,4,62.09,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Rocket Internet,23,62.43,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Shiseido,4,61.9,0.19,4,61.9,47.86,100.00%
THB 60.63 - THB 63.82,Shutterstock,24,62.34,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Singapore Airlines Group,1,62.35,0.05,1,62.35,49.87,100.00%
THB 60.63 - THB 63.82,Skyscanner,1,62,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Swarovski Group,2,63.23,0.1,2,63.23,47.99,100.00%
THB 60.63 - THB 63.82,TCC Group,140,62.25,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Telenor Group,63,62.06,0,0,0,0,0.00%
THB 60.63 - THB 63.82,TopValue,33,62.26,0,0,0,0,0.00%
THB 60.63 - THB 63.82,traveloka.com,43,62.08,0,0,0,0,0.00%
THB 60.63 - THB 63.82,TripAdvisor Group,47,61.93,0,0,0,0,0.00%
THB 60.63 - THB 63.82,TRUE,115,62.17,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Tune Group,"1,376",62.15,56.49,"1,234",62.15,45.78,89.68%
THB 60.63 - THB 63.82,Unclassified advertisers,474,62.16,1.11,23,62.9,48.26,4.85%
THB 60.63 - THB 63.82,Under Armour,21,62.28,0,0,0,0,0.00%
THB 60.63 - THB 63.82,Visa,5,61.93,0.24,5,61.93,48.04,100.00%
THB 60.63 - THB 63.82,Woodpecker Asia Tech,3,62.31,0,0,0,0,0.00%
THB 60.63 - THB 63.82,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),18,62.44,0,0,0,0,0.00%
THB 63.82 - THB 67.01,Accor Group,11,65.82,0,0,0,0,0.00%
THB 63.82 - THB 67.01,Air France-KLM Group,1,66.88,0.05,1,66.88,47.99,100.00%
THB 63.82 - THB 67.01,Alibaba Group Holding,3,66.22,0,0,0,0,0.00%
THB 63.82 - THB 67.01,BANYAN TREE HOLDINGS LIMITED,3,65.41,0,0,0,0,0.00%
THB 63.82 - THB 67.01,BCD Holdings,6,65.43,0.19,4,65.19,47.86,66.67%
THB 63.82 - THB 67.01,Booking Holdings,34,65.56,1.6,26,65.65,61.36,76.47%
THB 63.82 - THB 67.01,Carlson,1,64.36,0.05,1,64.36,47.86,100.00%
THB 63.82 - THB 67.01,Central Group,40,65.17,2.04,33,65.24,61.88,82.50%
THB 63.82 - THB 67.01,Columbia University,1,63.82,0,0,0,0,0.00%
THB 63.82 - THB 67.01,Emirates Group,3,66.07,0.19,3,66.07,63.82,100.00%
THB 63.82 - THB 67.01,Far East Organization,3,65.6,0,0,0,0,0.00%
THB 63.82 - THB 67.01,Ford Motor Company,2,64.2,0,0,0,0,0.00%
THB 63.82 - THB 67.01,General Electric Company,17,65.09,0.77,12,64.99,63.82,70.59%
THB 63.82 - THB 67.01,Government Of Qatar,21,65.25,1.21,19,65.2,63.82,90.48%
THB 63.82 - THB 67.01,Grab Taxi,2,66.34,0,0,0,0,0.00%
THB 63.82 - THB 67.01,Hilton Worldwide Group,1,63.91,0.05,1,63.91,47.86,100.00%
THB 63.82 - THB 67.01,Hongkong & Shanghai Hotels,7,64.14,0,0,0,0,0.00%
THB 63.82 - THB 67.01,Hotels Combined,16,65.51,0.64,10,65.5,63.82,62.50%
THB 63.82 - THB 67.01,Huawei Technologies,400,65.56,0.24,8,64.96,30.4,2.00%
THB 63.82 - THB 67.01,ICart - happyfresh.com,1,65.13,0.06,1,65.13,63.82,100.00%
THB 63.82 - THB 67.01,Intercontinental Hotels Group,5,63.82,0,0,0,0,0.00%
THB 63.82 - THB 67.01,JAL,828,63.82,32.94,738,63.82,44.63,89.13%
THB 63.82 - THB 67.01,JD.com,9,65.07,0.26,4,65.17,63.82,44.44%
THB 63.82 - THB 67.01,Krungsri Bank,1,63.82,0.06,1,63.82,63.82,100.00%
THB 63.82 - THB 67.01,Kuok Group,5,64.98,0.19,4,64.73,47.86,80.00%
THB 63.82 - THB 67.01,Live Nation Entertainment,26,63.82,0,0,0,0,0.00%
THB 63.82 - THB 67.01,Minor Group International,6,65.59,0,0,0,0,0.00%
THB 63.82 - THB 67.01,Netflix,"7,296",65.38,309.84,"6,986",65.39,44.35,95.75%
THB 63.82 - THB 67.01,Pomelo,16,65.29,0.7,13,65.27,54,81.25%
THB 63.82 - THB 67.01,Renault Group,4,66.05,0,0,0,0,0.00%
THB 63.82 - THB 67.01,Rocket Internet,26,65.36,1.28,23,65.38,55.49,88.46%
THB 63.82 - THB 67.01,Shutterstock,27,65.44,1.47,24,65.52,61.16,88.89%
THB 63.82 - THB 67.01,Singapore Airlines Group,"1,520",63.94,1.41,32,64,44.21,2.11%
THB 63.82 - THB 67.01,Six Senses Hotels Resorts Spas,22,63.82,0,0,0,0,0.00%
THB 63.82 - THB 67.01,Skyscanner,1,64.9,0.06,1,64.9,63.82,100.00%
THB 63.82 - THB 67.01,Supalai,1,63.98,0.05,1,63.98,51.18,100.00%
THB 63.82 - THB 67.01,TCC Group,118,65.34,5.55,91,65.38,61.01,77.12%
THB 63.82 - THB 67.01,Telenor Group,50,65.39,2.81,45,65.48,62.4,90.00%
THB 63.82 - THB 67.01,The Walt Disney Company,7,65.51,0,0,0,0,0.00%
THB 63.82 - THB 67.01,TopValue,33,65.4,1.66,28,65.4,59.26,84.85%
THB 63.82 - THB 67.01,Travelclick,9,66.78,0,0,0,0,0.00%
THB 63.82 - THB 67.01,traveloka.com,39,65.26,2.04,33,65.2,61.88,84.62%
THB 63.82 - THB 67.01,TripAdvisor Group,52,65.4,2.23,35,65.38,63.82,67.31%
THB 63.82 - THB 67.01,TRUE,110,65.44,5.42,87,65.38,62.35,79.09%
THB 63.82 - THB 67.01,Tune Group,"4,695",64.26,190.91,"4,149",64.26,46.01,88.37%
THB 63.82 - THB 67.01,Unclassified advertisers,806,65.26,17.41,285,65.33,61.09,35.36%
THB 63.82 - THB 67.01,Under Armour,23,65.44,1.08,18,65.29,60.27,78.26%
THB 63.82 - THB 67.01,Visa,4,65.29,0.14,3,65.64,47.99,75.00%
THB 63.82 - THB 67.01,Woodpecker Asia Tech,2,64.77,0.13,2,64.77,63.82,100.00%
THB 63.82 - THB 67.01,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),18,65.81,0.96,16,65.83,59.83,88.89%
THB 67.01 - THB 70.20,Alibaba Group Holding,1,69.31,0,0,0,0,0.00%
THB 67.01 - THB 70.20,BCD Holdings,3,67.67,0.13,2,67.98,63.82,66.67%
THB 67.01 - THB 70.20,Booking Holdings,22,68.49,1.28,20,68.56,63.82,90.91%
THB 67.01 - THB 70.20,Central Group,28,68.61,1.53,26,68.63,58.91,92.86%
THB 67.01 - THB 70.20,Emirates Group,3,68.46,0.19,3,68.46,63.82,100.00%
THB 67.01 - THB 70.20,General Electric Company,14,68.24,0.83,14,68.24,59.26,100.00%
THB 67.01 - THB 70.20,Government Of Qatar,21,68.46,0.77,12,68.55,63.82,57.14%
THB 67.01 - THB 70.20,Grab Taxi,2,69.16,0,0,0,0,0.00%
THB 67.01 - THB 70.20,Hotels Combined,13,68.74,0.64,10,68.77,63.82,76.92%
THB 67.01 - THB 70.20,Huawei Technologies,455,68.68,0,1,68.41,0,0.22%
THB 67.01 - THB 70.20,JD.com,4,68.49,0.26,4,68.49,63.82,100.00%
THB 67.01 - THB 70.20,Kuok Group,1,67.2,0.05,1,67.2,47.86,100.00%
THB 67.01 - THB 70.20,Marina Bay Sands,2,68.36,0,0,0,0,0.00%
THB 67.01 - THB 70.20,Minor Group International,6,68.15,0,0,0,0,0.00%
THB 67.01 - THB 70.20,Netflix,"7,491",68.63,78.86,"1,788",67.39,44.1,23.87%
THB 67.01 - THB 70.20,Pomelo,15,68.33,0.7,12,68.12,58.5,80.00%
THB 67.01 - THB 70.20,Renault Group,2,69.37,0,0,0,0,0.00%
THB 67.01 - THB 70.20,Rocket Internet,15,68.3,0.89,15,68.3,59.56,100.00%
THB 67.01 - THB 70.20,Shutterstock,22,68.39,0.96,16,68.27,59.83,72.73%
THB 67.01 - THB 70.20,Skyscanner,2,68.3,0.06,1,67.04,63.82,50.00%
THB 67.01 - THB 70.20,TCC Group,118,68.43,6.06,97,68.39,62.5,82.20%
THB 67.01 - THB 70.20,Telenor Group,49,68.54,2.43,40,68.51,60.63,81.63%
THB 67.01 - THB 70.20,TopValue,28,68.19,1.15,18,68.22,63.82,64.29%
THB 67.01 - THB 70.20,traveloka.com,27,68.86,1.34,22,68.76,60.92,81.48%
THB 67.01 - THB 70.20,TripAdvisor Group,67,68.69,2.74,46,68.78,59.65,68.66%
THB 67.01 - THB 70.20,TRUE,81,68.35,3.83,63,68.45,60.78,77.78%
THB 67.01 - THB 70.20,Tune Group,"3,834",68.95,32.33,590,68.4,54.8,15.39%
THB 67.01 - THB 70.20,Unclassified advertisers,401,68.54,17.05,283,68.43,60.25,70.57%
THB 67.01 - THB 70.20,Under Armour,12,68.75,0.45,8,68.45,55.84,66.67%
THB 67.01 - THB 70.20,Visa,5,68.94,0,0,0,0,0.00%
THB 67.01 - THB 70.20,Woodpecker Asia Tech,1,69.43,0.06,1,69.43,63.82,100.00%
THB 67.01 - THB 70.20,Wyndham Worldwide,4,69.05,0,0,0,0,0.00%
THB 67.01 - THB 70.20,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),13,68.34,0.51,9,68.49,56.73,69.23%
THB 70.20 - THB 73.39,Accor Group,23,71.79,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Aekyung Group,1,71.38,0.06,1,71.38,63.82,100.00%
THB 70.20 - THB 73.39,Alibaba Group Holding,1,72.24,0,0,0,0,0.00%
THB 70.20 - THB 73.39,All Nippon Airways,2,71.35,0.13,2,71.35,63.82,100.00%
THB 70.20 - THB 73.39,BCD Holdings,6,71.69,0.19,3,72.33,63.82,50.00%
THB 70.20 - THB 73.39,Booking Holdings,26,71.75,1.15,19,71.63,60.46,73.08%
THB 70.20 - THB 73.39,Carlson,7,71.49,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Central Group,37,71.61,1.98,32,71.55,61.82,86.49%
THB 70.20 - THB 73.39,Cigna,2,72.72,0.13,2,72.72,63.82,100.00%
THB 70.20 - THB 73.39,Emirates Group,1,70.84,0.06,1,70.84,63.82,100.00%
THB 70.20 - THB 73.39,Enbridge,3,71.03,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Far East Organization,3,71.45,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Ford Motor Company,2,72.24,0,0,0,0,0.00%
THB 70.20 - THB 73.39,General Electric Company,12,71.4,0.57,10,71.44,57.44,83.33%
THB 70.20 - THB 73.39,Government Of Qatar,17,72.19,0.89,14,72.04,63.82,82.35%
THB 70.20 - THB 73.39,Hainan Airlines,1,71.73,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Hongkong & Shanghai Hotels,14,71.79,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Hotels Combined,20,71.64,0.83,13,71.8,63.82,65.00%
THB 70.20 - THB 73.39,Huawei Technologies,623,71.87,0,1,72.46,0,0.16%
THB 70.20 - THB 73.39,IAC,3,72.42,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Japan National Tourism Organization,1,71.09,0.06,1,71.09,63.82,100.00%
THB 70.20 - THB 73.39,JD.com,5,71.86,0.19,4,71.87,47.86,80.00%
THB 70.20 - THB 73.39,Kuok Group,2,72.18,0.06,1,71.32,63.82,50.00%
THB 70.20 - THB 73.39,Marina Bay Sands,1,70.93,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Melco Crown Entertainment,3,70.8,0.19,3,70.8,63.82,100.00%
THB 70.20 - THB 73.39,Minor Group International,1,71,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Netflix,"6,988",71.72,0.26,4,71.78,63.82,0.06%
THB 70.20 - THB 73.39,Pomelo,14,71.65,0.64,11,71.45,58.02,78.57%
THB 70.20 - THB 73.39,Renault Group,4,72.74,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Rocket Internet,12,71.2,0.64,10,71.3,63.82,83.33%
THB 70.20 - THB 73.39,Shutterstock,16,71.54,0.83,13,71.71,63.82,81.25%
THB 70.20 - THB 73.39,Skyscanner,2,70.84,0.13,2,70.84,63.82,100.00%
THB 70.20 - THB 73.39,Spotify,397,72.11,0,0,0,0,0.00%
THB 70.20 - THB 73.39,Supalai,8,72.26,0,0,0,0,0.00%
THB 70.20 - THB 73.39,TCC Group,82,71.74,4.4,70,71.76,62.91,85.37%
