Bid ranges (gross),Advertisers,Bids,Average bid CPM (gross) (THB),Estimated earnings from bids (THB),Impressions won,Winning bid CPM (gross) (THB),Close CPM (THB),Win %
THB 0.00 - THB 3.19,Accor Group,28,1.78,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Adobe Systems,2,0.81,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Alaeo,23,0.58,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Alibaba Group Holding,1,2.49,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Alphabet,8,1.86,0,0,0,0,0.00%
THB 0.00 - THB 3.19,BANYAN TREE HOLDINGS LIMITED,96,1.89,0,0,0,0,0.00%
THB 0.00 - THB 3.19,BCD Holdings,"1,247",2.04,0,0,0,0,0.00%
THB 0.00 - THB 3.19,BNP Paribas,2,2.41,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Booking Holdings,"28,816",2.09,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Canon,"6,505",1.74,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Carlson,2,0.32,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Central Group,"7,553",2.19,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Cheung Kong Group,"70,657",2.38,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Cigna,129,1.99,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Columbia University,127,0.41,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Comcast Corporation,85,1.57,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Ctrip,"1,493",2.06,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Emirates Group,272,2.43,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Eniro,1,1.6,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Facebook,"8,930",0.64,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Ford Motor Company,"135,060",1.87,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Fragrance X,10,1.87,0,0,0,0,0.00%
THB 0.00 - THB 3.19,General Electric Company,"2,254",2.05,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Government Of Qatar,1,3.06,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Grab Taxi,135,1.82,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Hainan Airlines,"4,645",1.4,0,0,0,0,0.00%
THB 0.00 - THB 3.19,HM Government,"46,502",0.53,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Hotels Combined,"3,694",2.3,0,0,0,0,0.00%
THB 0.00 - THB 3.19,HP Inc,4,2.32,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Huawei Technologies,"5,739",1.14,0,0,0,0,0.00%
THB 0.00 - THB 3.19,IAC,91,1.96,0,0,0,0,0.00%
THB 0.00 - THB 3.19,ICart - happyfresh.com,117,2.29,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Inmagine,10,0.88,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Intercontinental Hotels Group,202,0.98,0,0,0,0,0.00%
THB 0.00 - THB 3.19,JD.com,"1,712",2.16,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Jet Airways,1,0.96,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Kal Tire,256,0.42,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Kasikorn Bank PCL,"11,195",0.38,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Kiatnakin Bank,2,1.75,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Korman Communities,2,0.64,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Krungsri Bank,"139,205",1.43,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Kuok Group,5,2.79,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Mantra Group,1,1.6,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Marina Bay Sands,"1,786",1.02,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Mazda,"256,932",1.07,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Medien Union GmbH Ludwigshafen,13,1.77,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Microsoft Corp.,1,3.06,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Minor Group International,"5,281",1.53,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Naver Corporation,"121,209",1.18,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Netflix,"1,260",1.67,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Nike,1,2.62,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Oakwood Worldwide,6,2.32,0,0,0,0,0.00%
THB 0.00 - THB 3.19,OneTwoTrip,38,1.41,0,0,0,0,0.00%
THB 0.00 - THB 3.19,PayPal,4,2.35,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Plymouth Rock Insurance,3,0.43,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Pomelo,"1,467",2.23,0,0,0,0,0.00%
THB 0.00 - THB 3.19,ReadyPlanet Co. Ltd.,3,2.08,0,0,0,0,0.00%
THB 0.00 - THB 3.19,RELX Group,12,1.32,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Renault Group,"1,912",1.76,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Rocket Internet,"54,329",2.09,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Royal Caribbean Cruises,"207,431",1.9,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Shiseido,"16,058",1.91,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Shutterstock,"1,005",2.46,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Singapore Airlines Group,1,1.05,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Skyscanner,144,2.37,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Spotify,"245,434",1.68,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Square Enix Holdings,79,0.96,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Supalai,"32,369",0.87,0,0,0,0,0.00%
THB 0.00 - THB 3.19,TCC Group,"8,397",2.42,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Telefonica,393,1.4,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Telenor Group,"6,192",2.24,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Thompson Hotels,49,0.44,0,0,0,0,0.00%
THB 0.00 - THB 3.19,TopValue,817,2.28,0,0,0,0,0.00%
THB 0.00 - THB 3.19,traffic3 GmbH,2,1.44,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Travelclick,10,1.18,0,0,0,0,0.00%
THB 0.00 - THB 3.19,traveloka.com,"19,051",2.19,0,0,0,0,0.00%
THB 0.00 - THB 3.19,TripAdvisor Group,"7,103",2.08,0,0,0,0,0.00%
THB 0.00 - THB 3.19,TRUE,"7,969",2.22,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Tune Group,"5,476",2.33,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Unclassified advertisers,"364,058",1.42,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Under Armour,87,2.43,0,0,0,0,0.00%
THB 0.00 - THB 3.19,United Artists Releasing,1,1.5,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Viacom,"6,489",1.38,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Visa,2,2.74,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Woodpecker Asia Tech,350,2.19,0,0,0,0,0.00%
THB 0.00 - THB 3.19,Wyndham Worldwide,1,2.55,0,0,0,0,0.00%
THB 0.00 - THB 3.19,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),531,2.29,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Accor Group,"1,132",3.2,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Aekyung Group,9,5.78,0,0,0,0,0.00%
THB 3.19 - THB 6.38,AIA Group,2,3.99,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Alibaba Group Holding,9,4.45,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Alphabet,919,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Ananda Development,17,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Apollo Education Group,25,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Autodesk,6,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,BANYAN TREE HOLDINGS LIMITED,"4,985",3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,BCD Holdings,769,4.48,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Best Western,21,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Blue Cross Blue Shield Association,5,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,BMW Dealers,16,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,BNP Paribas,3,6.32,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Booking Holdings,"15,063",4.43,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Canon,"3,918",4.45,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Carsales Network,38,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Central Group,"5,461",4.49,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Chateau D'Ax,10,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Cheung Kong Group,"81,667",4.37,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Choice Hotels International,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Cigna,104,4.6,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Columbia University,1,5.62,0,0,0,0,0.00%
THB 3.19 - THB 6.38,ContiClub,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Ctrip,615,4.27,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Cymax,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Den norske stat,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,DNB,14,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,eat sleep live ltd,5,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Eli Lilly & Company,3,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Emirates Group,820,4.78,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Eniro,33,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Fairfax Media,8,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Far East Organization,32,5.95,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Ford Motor Company,"63,097",4.66,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Fragrance X,12,4.87,0,0,0,0,0.00%
THB 3.19 - THB 6.38,General Electric Company,"1,262",4.41,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Georgetown University,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Gouvernement de la République française,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Government Of Qatar,27,4.84,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Grab Taxi,152,4.75,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Hainan Airlines,2,6.13,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Hanesbrand,3,6.24,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Hilton Worldwide Group,10,4.58,0,0,0,0,0.00%
THB 3.19 - THB 6.38,HM Government,2,3.64,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Hotels Combined,"5,039",4.59,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Huawei Technologies,21,4.35,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Hyatt,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,IAC,108,5.13,0,0,0,0,0.00%
THB 3.19 - THB 6.38,ICart - happyfresh.com,160,4.47,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Iceland Air Group,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Ichikawa Sangyo,25,5.82,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Intercontinental Hotels Group,3,5.42,0,0,0,0,0.00%
THB 3.19 - THB 6.38,ITAMAMBUCA CAMPING E TURISMO LTDA,9,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,JD.com,"1,535",4.5,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Jet Airways,29,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Jin Jiang International,1,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Karavel,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Kasikorn Bank PCL,2,6,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Kiatnakin Bank,4,3.95,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Korman Communities,3,3.83,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Krungsri Bank,"9,431",4.1,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Kuok Group,9,5.06,0,0,0,0,0.00%
THB 3.19 - THB 6.38,LandMark Group,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Mantra Group,23,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Marico,1,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Marina Bay Sands,29,4.44,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Marriott International,1,6,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Mazda,"2,203",3.58,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Medien Union GmbH Ludwigshafen,414,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Microsoft Corp.,10,5.46,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Minor Group International,726,4.26,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Monday.com,1,3.51,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Naver Corporation,"60,032",4.05,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Netflix,"2,211",5.03,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Oakwood Worldwide,106,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,PayPal,8,5.13,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Pomelo,"1,637",4.55,0,0,0,0,0.00%
THB 3.19 - THB 6.38,RAC Group,4,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,RAYON D OR,2,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,ReadyPlanet Co. Ltd.,283,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,RELX Group,1,3.54,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Renault Group,772,4.42,0,0,0,0,0.00%
THB 3.19 - THB 6.38,RimGuard Xtreme,23,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Rocket Internet,"31,395",4.45,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Royal Society for the Protection of Birds,12,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Sears,1,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Shiseido,"4,250",4.11,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Shutterstock,"4,442",4.86,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Silence Beach Resort,1,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Singapore Airlines Group,2,5.26,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Skyscanner,308,4.61,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Spotify,"74,079",4.24,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Sumitomo Real Estate,16,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Supalai,52,3.82,0,0,0,0,0.00%
THB 3.19 - THB 6.38,TCC Group,"19,348",4.69,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Telenor Group,"8,460",4.62,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Tod's Group,1,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,TopValue,"1,334",4.72,0,0,0,0,0.00%
THB 3.19 - THB 6.38,traffic3 GmbH,65,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Travelclick,416,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,traveloka.com,"16,123",4.49,0,0,0,0,0.00%
THB 3.19 - THB 6.38,TripAdvisor Group,"4,753",4.58,0,0,0,0,0.00%
THB 3.19 - THB 6.38,TRUE,"10,081",4.62,0,0,0,0,0.00%
THB 3.19 - THB 6.38,TUI Group,8,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Tune Group,"15,276",4.76,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Unclassified advertisers,"213,110",3.68,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Under Armour,481,4.91,0,0,0,0,0.00%
THB 3.19 - THB 6.38,United Artists Releasing,3,4.81,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Viacom,28,3.55,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Visa,3,5.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Woodpecker Asia Tech,294,4.46,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Wyndham Worldwide,50,3.19,0,0,0,0,0.00%
THB 3.19 - THB 6.38,Wynn Resorts,2,5.46,0,0,0,0,0.00%
THB 3.19 - THB 6.38,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),767,4.69,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Accor Group,9,7.65,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Aekyung Group,69,8.46,0,0,0,0,0.00%
THB 6.38 - THB 9.57,AIA Group,6,8.01,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Alibaba Group Holding,6,7.93,0,0,0,0,0.00%
THB 6.38 - THB 9.57,All Nippon Airways,11,7.95,0,0,0,0,0.00%
THB 6.38 - THB 9.57,BANYAN TREE HOLDINGS LIMITED,3,7.45,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Barneys,1,6.92,0,0,0,0,0.00%
THB 6.38 - THB 9.57,BCD Holdings,347,7.77,0,0,0,0,0.00%
THB 6.38 - THB 9.57,BNP Paribas,2,7.9,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Booking Holdings,"5,225",7.75,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Canon,"1,087",7.97,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Carlson,1,9.44,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Central Group,"2,759",7.8,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Cheung Kong Group,"6,958",7.32,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Cigna,49,7.84,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Ctrip,190,7.74,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Emirates Group,589,7.83,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Far East Organization,31,7.98,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Ford Motor Company,29,7.87,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Forzieri,1,7.66,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Fragrance X,3,9.04,0,0,0,0,0.00%
THB 6.38 - THB 9.57,General Electric Company,471,7.72,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Government Of Qatar,59,8.14,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Grab Taxi,104,7.94,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Hainan Airlines,1,9.51,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Hanesbrand,11,7.83,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Hilton Worldwide Group,4,7.35,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Hotels Combined,"2,318",7.73,0,0,0,0,0.00%
THB 6.38 - THB 9.57,HP Inc,1,6.96,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Huawei Technologies,25,7.75,0,0,0,0,0.00%
THB 6.38 - THB 9.57,IAC,109,7.78,0,0,0,0,0.00%
THB 6.38 - THB 9.57,ICart - happyfresh.com,68,8.02,0,0,0,0,0.00%
THB 6.38 - THB 9.57,"Informations Systems Audit & Control Assoc, Inc",1,7.95,0,0,0,0,0.00%
THB 6.38 - THB 9.57,JAL,5,7.02,0,0,0,0,0.00%
THB 6.38 - THB 9.57,JD.com,744,7.75,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Kiatnakin Bank,5,8.07,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Krungsri Bank,188,7.16,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Kuok Group,11,8.32,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Live Max,1,8.77,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Live Nation Entertainment,1,6.38,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Marina Bay Sands,8,7.89,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Marriott International,1,9.48,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Mazda,2,7.83,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Microsoft Corp.,30,8.41,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Minor Group International,74,7.81,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Netflix,"4,822",8.15,0,0,0,0,0.00%
THB 6.38 - THB 9.57,OPTIC 2000,1,6.51,0,0,0,0,0.00%
THB 6.38 - THB 9.57,PayPal,2,7.1,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Pomelo,854,7.84,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Radissonblu,1,7.98,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Recruit,1,7.37,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Renault Group,95,7.37,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Rocket Internet,"10,461",7.71,0,0,0,0,0.00%
THB 6.38 - THB 9.57,SeaWorld Parks & Entertainment,1,8.3,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Shutterstock,"3,478",7.8,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Singapore Airlines Group,11,6.86,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Skyscanner,145,7.62,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Spotify,2,7.79,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Stage Entertainment,1,7.98,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Standard Chartered,3,7.17,0,0,0,0,0.00%
THB 6.38 - THB 9.57,TCC Group,"11,819",7.81,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Telenor Group,"4,624",7.79,0,0,0,0,0.00%
THB 6.38 - THB 9.57,TopValue,895,7.82,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Travelclick,2,7.98,0,0,0,0,0.00%
THB 6.38 - THB 9.57,traveloka.com,"5,991",7.74,0,0,0,0,0.00%
THB 6.38 - THB 9.57,TripAdvisor Group,"2,489",7.82,0,0,0,0,0.00%
THB 6.38 - THB 9.57,TRUE,"5,736",7.82,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Tune Group,"12,548",7.8,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Unclassified advertisers,"26,905",7.58,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Under Armour,454,7.9,0,0,0,0,0.00%
THB 6.38 - THB 9.57,United Artists Releasing,2,7.05,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Visa,8,7.77,0,0,0,0,0.00%
THB 6.38 - THB 9.57,Woodpecker Asia Tech,87,7.88,0,0,0,0,0.00%
THB 6.38 - THB 9.57,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),502,7.89,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Accor Group,8,11.3,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Aekyung Group,123,10.72,0,0,0,0,0.00%
THB 9.57 - THB 12.76,AIA Group,10,12.03,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Alibaba Group Holding,12,11.23,0,0,0,0,0.00%
THB 9.57 - THB 12.76,All Nippon Airways,12,11.18,0,0,0,0,0.00%
THB 9.57 - THB 12.76,BCD Holdings,171,11.15,0,0,0,0,0.00%
THB 9.57 - THB 12.76,BNP Paribas,4,10.38,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Booking Holdings,"2,519",10.95,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Central Group,"1,558",10.99,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Check24,1,10.34,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Cheung Kong Group,391,10.55,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Cigna,29,10.92,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Ctrip,90,11.04,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Emirates Group,369,11.15,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Fairmont Hotels,1,11.97,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Ford Motor Company,"3,439",10.18,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Fragrance X,3,10.43,0,0,0,0,0.00%
THB 9.57 - THB 12.76,General Electric Company,286,11.06,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Government Of Qatar,79,11.2,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Grab Taxi,173,11.24,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Grupo Posadas,2,11.63,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Hanesbrand,4,10.27,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Hilton Worldwide Group,6,10.24,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Hongkong & Shanghai Hotels,11,11.28,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Hotels Combined,"1,078",10.97,0,0,0,0,0.00%
THB 9.57 - THB 12.76,HP Inc,1,11.61,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Huawei Technologies,5,11.09,0,0,0,0,0.00%
THB 9.57 - THB 12.76,IAC,58,10.82,0,0,0,0,0.00%
THB 9.57 - THB 12.76,ICart - happyfresh.com,59,10.95,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Intercontinental Hotels Group,1,12.54,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Japan National Tourism Organization,4,10.07,0,0,0,0,0.00%
THB 9.57 - THB 12.76,JD.com,325,11,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Kiatnakin Bank,2,9.83,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Krungsri Bank,5,11.53,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Kuok Group,23,10.78,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Live Max,2,10.53,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Marina Bay Sands,4,11.1,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Marriott International,11,12.1,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Meridiana,5,11.07,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Microsoft Corp.,58,11.23,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Minor Group International,99,11.08,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Netflix,"9,538",11.29,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Nike,1,11.65,0,0,0,0,0.00%
THB 9.57 - THB 12.76,PayPal,5,10.1,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Pomelo,515,11.04,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Radissonblu,1,9.57,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Renault Group,24,10.98,0,0,0,0,0.00%
THB 9.57 - THB 12.76,Rocket Internet,"4,603",10.97,0,0,0,0,0.00%
